company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
MOVIZ SURAUTO SL,1,10,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,606.5
Bonne voiture SIA,2,7,6,0,4,0,0,0,1,3,0,0,3,1,0,0,0,0,4,0,922.0
wagi,1,10,3,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,-28.0
"MK-Automobile, Inh. Mustafa Karacavus",3,4,9,0,3,2,2,0,0,7,4,0,6,1,0,0,0,0,0,7,271.7142857142857
"Schulz Automobile, Inh. Ulrich Berndt",7,3,7,8,26,0,0,31,3,0,0,3,26,5,0,32,2,0,0,0,518.8529411764706
H.S.der Autosupermarkt GmbH,1,8,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,941.0
Huhwag Automobil OG,1,8,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1530.0
MPALAMPANOY ELENI EYTHYMIOS,4,3,8,12,1,0,0,0,3,10,1,1,11,1,0,1,6,6,0,0,750.0
autohaus 14 Inh. Bernd Paczkowski,1,10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-899.0
"Markus Kraska Automobile & Tuning, Inh. Markus Kraska",3,7,11,0,3,2,4,0,0,3,7,9,0,0,0,0,0,0,1,8,1783.7777777777778
"Paul Baal Automobile, Inh. Paul Baal",5,6,9,13,4,0,1,1,9,8,0,8,7,3,0,3,9,3,0,3,1153.5555555555557
Autohaus Weeber GmbH,2,10,9,1,2,0,1,0,0,0,4,4,0,0,0,0,0,0,1,3,387.75
Reprog vag,1,10,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1424.0
Erik Hrabčák,1,10,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,959.0
"PA Automobile, Inh. Paul-Ionut Ardelean",1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,599.0
BEST AUTO GROUP DOOEL SKOPJE,2,7,3,0,3,0,0,0,3,0,0,0,0,2,1,2,1,0,0,0,931.3333333333334
Sum GmbH,1,9,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1086.0
SECRETGUARDIAN UNIPESSOAL LDA,1,9,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0
RRS Cars,1,8,3,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,-1433.0
"W - MIROS, s.r.o.",1,9,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,514.0
CRISTEA COSTEL-DANIEL INTREPRINDERE INDIVIDUALA,1,9,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,259.0
DiKa Handels GmbH,1,7,4,0,2,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,346.0
"EXCLUSIVE, vl. Dario Supan",1,10,3,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,229.5
MK - AUTO SERWIS NAPRAWA SAMOCHODÓW Sebastian Koźbiał,1,10,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,963.0
"KeyMotors, Inh. Ismail Ferhat Keysan",1,9,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,316.0
"AS Motorradtechnik, Inh. Andreas Salterberg",1,9,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,571.0
Ralf Rossmann,2,4,6,1,2,0,0,0,0,1,2,0,2,1,0,0,0,0,2,1,530.6666666666666
Gül Motoren GmbH,3,6,7,1,4,2,1,3,4,1,1,1,5,2,0,2,0,4,1,1,-49.5
NORD AUTO SIA,1,7,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,484.0
Autohaus Tillack GmbH,1,9,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,767.0
"Roth Automobile, Inh. Daniel Roth",1,7,4,0,1,1,1,2,0,0,0,0,0,1,1,0,1,0,1,0,18.5
RAMONA CORNEL AUTO S.R.L.,2,6,3,0,3,0,0,1,2,0,0,0,0,1,2,3,0,0,0,0,310.0
SB CARS EOOD,2,8,5,0,2,1,0,0,1,2,0,0,0,3,0,0,0,2,1,0,814.6666666666666
CONTINENTAL CAR,2,10,5,0,0,1,2,0,3,0,0,0,3,0,0,0,1,0,2,0,-1305.3333333333333
CRIMINAL MOTOR S.R.L.,1,9,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,442.0
PORTIK E. CSONGOR ÎNTREPRINDERE INDIVIDUALĂ,2,9,5,3,1,0,0,1,2,1,0,0,2,2,0,2,1,0,0,1,404.5
AUTOBLOM B.V.,5,7,10,1,18,0,0,1,2,11,7,14,5,0,0,0,1,2,8,8,215.73684210526315
"YG Automobile, Inh. Yasin Gülhan",4,9,9,4,9,0,0,0,5,7,1,4,8,1,0,0,2,7,3,1,738.5384615384615
Claire Car Bt.,1,7,4,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,595.5
Auto Fleet Solution Korlátolt Felelősségű Társaság,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1701.0
Automaxine Oy,2,9,5,1,2,0,0,0,0,3,0,2,1,0,0,0,0,1,2,0,654.3333333333334
Auto-Tennert GmbH,2,10,7,2,2,0,0,0,0,1,4,4,0,0,0,0,0,2,1,1,636.75
"AVTOHIŠA VRTAČ, D.O.O. KRANJ",5,6,10,0,16,0,0,0,0,10,11,4,12,0,0,0,0,0,0,16,625.9375
GS MOBIL d.o.o.,1,10,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1702.0
LIOLIOS GEORGIOS KONSTANTINOS,1,8,3,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,659.0
QUIQ SPEDITION S.R.L.,1,9,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,223.0
SC SARAH AUTO PREMIUM SRL,2,8,5,0,3,0,0,1,1,1,0,0,0,1,2,2,0,0,0,1,719.3333333333334
JAVIER MINAYA TOLEDO,1,8,3,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,510.0
Essepi Societa' A Responsabilita' Limitata Semplificata,1,10,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,371.0
"Amazing Cars, Inh. Said Hashimi",5,4,10,0,5,8,3,0,4,10,2,0,11,4,1,0,0,2,5,9,698.125
"Stern Automobile Mannheim, Inh. Hakanay Yildiz",4,4,8,4,6,1,0,2,5,4,0,9,2,0,0,0,5,3,3,0,811.0909090909091
SK Automobile UG,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,338.0
"Schmidt Automobile, Inh. Eugen Schmidt",3,3,5,1,4,0,0,0,4,1,0,0,4,1,0,1,4,0,0,0,784.8
AUTO - P VIEIRA LOPES UNIPESSOAL LDA,1,9,4,1,1,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,691.5
GIANNOS GEORG EUSTATHIOS,2,8,4,2,1,0,0,0,1,2,0,0,2,1,0,1,1,0,1,0,793.0
"Breitenbach, Inh. Boris Breitenbach",1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,272.0
Shuliar Yurii,3,8,3,2,7,0,0,8,1,0,0,0,0,7,2,9,0,0,0,0,245.88888888888889
VP AUTOSELECTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6,4,7,4,17,0,0,14,6,1,1,1,0,14,6,18,2,0,0,1,502.5238095238095
Automobile Hansen Langballig e.K.,2,7,3,1,2,0,0,3,0,0,0,0,0,1,2,2,1,0,0,0,-264.6666666666667
L'AUTOMOBILE S.R.L.,1,9,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2768.0
FABI STORE SRL,4,1,9,8,3,0,0,0,0,6,8,11,0,0,0,0,0,2,7,2,944.5454545454545
"EB Automobile, Inh. Emre Basar",3,9,6,5,2,0,0,5,1,1,0,1,3,3,0,5,1,0,0,1,374.2857142857143
REFLEK Aleksandra Sipta,1,9,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,300.0
VERTU AUTO,5,1,7,7,10,0,0,4,13,0,0,4,12,1,0,5,8,4,0,0,407.05882352941177
"AUTOKOMIS ""MIX"" KASIŃSKI MARIUSZ",6,1,6,9,11,0,0,6,13,1,0,0,5,12,3,17,3,0,0,0,389.65
Tampereen Autocenter Oy,1,3,8,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,328.0
Garage de la rey,1,10,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,528.0
Jupafon Sro,1,8,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,330.0
AUTOTIHI D.O.O,1,9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,200.0
Import - Export Szymon Sadowski,1,5,3,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,433.5
Trip Car Korlátolt Felelősségű Társaság,2,8,3,4,0,0,0,0,4,0,0,0,2,2,0,4,0,0,0,0,351.25
TDS CARLINE,1,9,4,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,495.5
"onlinecars.hr, OBRT ZA TRGOVINU MOTORNIM VOZILIMA",3,7,7,4,5,0,0,0,3,6,0,0,2,7,0,0,6,3,0,0,706.5555555555555
EURL AUTO TRANSACTIONS,4,5,9,7,7,0,0,0,4,8,3,4,9,1,0,3,1,4,6,0,793.8571428571429
Sulz-Automobile Inh. Robert Sulz,3,8,7,0,5,0,0,0,1,1,3,0,3,2,0,0,0,1,1,3,550.4
CAR POINT SRL,1,5,5,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,1179.0
Autohaus Möhrle GmbH,3,1,10,0,3,3,1,0,0,0,7,7,0,0,0,0,0,0,0,7,1025.0
A. BIJLSMA AUTO'S,8,3,10,5,35,8,1,17,27,5,0,5,38,6,0,6,11,24,7,1,473.2448979591837
Prins Auto B.V.,7,6,12,0,10,3,26,0,0,1,39,39,0,0,0,0,0,0,0,39,1761.923076923077
MM AUTOMOBILI j.d.o.o.,1,6,2,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,535.0
RC Trade SIA,1,6,4,0,2,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,700.5
"kfz-Handel, Inh. Murad Atrash",1,9,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,506.0
NAVE AUTO BG LTD.,2,10,4,1,2,0,0,0,3,0,0,0,1,2,0,1,2,0,0,0,577.3333333333334
MAGNUM CARS LLC,3,8,3,3,5,0,0,7,1,0,0,0,1,7,0,8,0,0,0,0,234.375
Matryoshka d.o.o.,2,10,7,0,2,1,0,0,0,3,1,0,0,3,0,0,0,0,1,2,697.6666666666666
"Bilal Abbas, Inh. Bilal Abbas",3,3,5,3,3,0,0,1,3,2,1,4,2,0,0,1,4,0,1,0,863.3333333333334
SZABO BARNABAS-OSZKAR PERSOANĂ FIZICĂ AUTORIZATĂ,2,8,5,0,3,0,0,0,2,1,0,0,1,2,0,0,1,1,1,0,833.3333333333334
AUTO IJDORFF V.O.F.,1,7,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,610.0
Sansteks Kft.,2,5,2,3,1,0,0,3,1,0,0,0,1,3,0,4,0,0,0,0,415.75
SOTIRIOS SPANOS KAI YIOI EMPORIKI ASFALISTIKOS SYMBOYLOS SYNTONISTIS ASFALISTIKON SYMBOYLON I K E SOTIRIOS SPANOS KAI YIOI IKE,1,9,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,200.0
"Delmeautopark, Inh. Gürhan Servet Gürses",3,6,4,3,4,0,0,4,3,0,0,0,5,2,0,5,2,0,0,0,446.42857142857144
"Best automobile, Inh. Ashok Kumar",2,6,4,4,0,0,0,3,1,0,0,0,4,0,0,3,1,0,0,0,490.5
HS-AY Company UG (haftungsbeschränkt),1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
H&H AUTOMOBILES,2,7,8,0,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,3,-127.33333333333333
SI-Trucks e.K.,1,8,4,0,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,373.5
SIA Marteks,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
"Élite auto, Dimitri Meunier",1,10,2,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,170.0
Selles Auto's Kamperzeedijk B.V.,5,3,10,2,13,1,0,0,0,5,15,15,1,0,0,0,0,1,3,12,1319.6875
"Derk Automobile, Inh. Waldemar Derk",3,3,9,0,1,1,3,0,0,4,3,1,4,0,0,0,0,0,0,5,1925.2
B.V. SERVICE S.R.L.,1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-182.0
Autobedrijf Rapid,1,8,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,370.0
"Auto Vision Leipzig, Inh. Özcenk Polat",1,8,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,625.0
CHATZISTAVROU DIMITRIOS THOMAS - AUTO EMPORIUM,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,653.0
GARAGE DES ORMEAUX,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,360.0
EURL GAUTHIER AUTO,1,10,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2107.0
AS-TABAC OOD,3,6,7,0,6,3,0,1,6,2,0,0,1,6,2,0,4,2,3,0,1243.5555555555557
RUBEN GUERRERO JIMENEZ,3,3,5,0,6,0,0,4,2,0,0,0,0,2,4,1,4,1,0,0,299.0
Used cars for dealers s.r.o.,6,5,9,2,20,1,0,0,7,16,3,0,2,19,2,0,1,12,9,1,1186.9130434782608
"Autowelt Ludwigsburg, Inh. Rebekka Altug",6,7,10,1,14,4,4,0,10,10,4,7,11,5,0,0,0,3,16,4,16.0
"Brand Auto Serwis Żuchliński Patryk, Patryk Żuchliński",1,7,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,411.0
"Autohaus Eggert, Inh. Kevin Eugen Buck",1,8,5,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,443.5
GROUPE MALBET- MALBET 4X4 - AGEN - LAND ROVER JAGUAR,1,9,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2540.0
"Bleeck-Automobile, Inh. Roman Bleeck",1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,241.0
KBZ GREENWAYS SRL,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,753.0
CarVillage B.V.,3,10,9,2,3,1,1,0,0,1,6,5,2,0,0,0,0,0,2,5,1697.4285714285713
FID AUTO,4,5,8,4,8,0,0,0,10,1,1,8,4,0,0,0,4,6,1,1,1022.5833333333334
SILVIA DE JESUS LOURENÇO,1,10,4,1,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,644.0
P.H.U CONCRETE TRADE RAFAŁ KOZICKI,4,3,6,4,6,0,0,0,9,1,0,0,6,4,0,4,3,3,0,0,547.3
HANZO Marek Nasiłowski,1,9,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,665.0
"Stephan Feuchter Automobile, Inh. Stephan Feuchter",2,10,7,0,3,0,0,0,0,3,0,2,1,0,0,0,0,0,0,3,226.66666666666666
PAPADAKIS NIKOLAOS DIMITRIOS,1,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-461.0
Cser Autó 67 Kft.,3,5,3,5,0,0,0,4,1,0,0,0,1,4,0,5,0,0,0,0,329.4
Drechsler & Schiffbaeumer GmbH,3,1,9,0,5,0,0,0,0,1,4,5,0,0,0,0,0,0,0,5,2117.6
SIA PARC AUTO S.R.L.,4,4,6,6,7,0,0,0,11,2,0,0,3,8,2,4,9,0,0,0,648.3076923076923
TSIMPANOGIANNI AIKAT ANDREAS,1,6,3,2,0,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,403.0
Autohaus Lorenzen GmbH,3,3,9,1,6,1,0,0,0,2,8,8,0,0,0,0,0,0,2,6,1779.5
Autohaus Deventer GmbH,1,9,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,294.0
MINTO S.N.C. DI MINTO MASSIMO & C.,1,9,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,386.0
C3 GLOBAL SOLUTIONS S.R.L.,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,328.0
L&Z Automobile AG Henstedt-Ulzburg,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2332.0
"Autoecke-Kostheim, Inh. Serkan Tekten",2,8,2,2,1,0,0,3,0,0,0,0,2,1,0,3,0,0,0,0,459.0
"SERGIO VALENTIM CAR - COMÉRCIO DE VEÍCULOS AUTOMÓVEIS, LDA",2,6,6,2,2,0,0,0,0,4,0,0,4,0,0,0,0,2,2,0,736.25
"Derin Automobile, Inh. Deniz Aktas",1,8,4,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,387.0
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE IRENEUSZ STRASZEWSKI,3,5,5,1,4,0,0,0,2,3,0,0,0,5,0,1,2,2,0,0,634.4
"NP-CARS& Service, Inh. Nejat Polat",1,8,3,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,438.0
Auto Gerken GmbH,9,4,11,25,49,9,2,34,27,21,9,37,43,5,0,16,34,10,7,18,779.0705882352942
BVBA CARYNCAR.COM,1,10,9,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,2568.0
YAN AUTO,3,6,3,2,2,0,1,5,0,0,0,0,0,4,1,4,1,0,0,0,517.4
EUROCAR & COMPANY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2,9,7,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,541.6666666666666
MKJ MOTORS KAMIL BUCZEK,3,6,4,4,4,0,0,5,3,0,0,0,1,7,0,7,1,0,0,0,367.75
Autohaus Renker GmbH,1,9,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1152.0
Azurauto,4,6,10,0,7,4,0,0,0,1,10,10,1,0,0,0,0,0,0,11,1244.2727272727273
Autohaus Roth KG Oppenau,3,3,9,0,7,0,0,0,0,1,6,7,0,0,0,0,0,1,0,6,886.1428571428571
AUTO EUROPE,1,9,2,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,292.0
Delta centre auto,3,9,3,5,0,0,0,1,4,0,0,0,3,2,0,5,0,0,0,0,381.8
"Lackiererei Axel Kockjoy, Inh. Axel Kockjoy",1,7,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-558.0
Hossein Jafari Neshat,1,7,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,544.0
QUARTZ CLEANING S.R.L.,2,10,3,1,2,0,0,2,0,1,0,0,0,2,1,2,1,0,0,0,233.66666666666666
"Auto Welt MH, Inh. Svetozar Kacavenda",7,4,9,19,17,0,0,10,25,1,0,2,16,18,0,18,17,1,0,0,409.9166666666667
SA-BUD Oleksandr Savieliev,1,6,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,298.0
LETOX Tomasz Lewek,2,6,4,0,3,0,0,0,3,0,0,0,1,2,0,1,0,2,0,0,574.3333333333334
"Fink Automobile, Inh. Holger Fink",9,3,12,15,55,5,4,2,1,45,50,76,1,1,0,1,2,15,20,40,624.6410256410256
NH STOCK ENTIDAD SIN PERSONALIDAD JURIDICA,1,8,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,43.0
BRAUN D.O.O.,3,8,5,1,5,0,0,1,3,2,0,0,0,4,2,2,4,0,0,0,376.6666666666667
BORO CAR'S & HELP S.R.L.,1,7,3,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,469.0
GARAGE DECLERCK,1,10,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2336.0
ROMILANT Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,3,10,5,4,2,0,0,1,4,1,0,0,5,1,0,1,3,2,0,0,428.1666666666667
Next Automotive srl,3,10,7,1,2,1,1,0,2,3,0,0,3,2,0,0,1,2,1,1,126.0
Salon Samochodów Używanych NA TAMIE Andrzej Łączkowski,3,9,4,4,1,0,0,2,1,2,0,0,4,0,1,3,1,0,1,0,412.8
FP-Motors,1,8,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1391.0
LITSA ANTONIA VASILIOS,1,10,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,825.0
BJ CAR Kft,2,7,5,0,4,0,0,0,3,1,0,0,0,2,2,0,2,2,0,0,1031.75
LUISA MARIA PEÑA ARIAS,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,431.0
AUTOS ADAM ZDUNEK,4,6,4,5,5,0,0,10,0,0,0,0,1,7,2,10,0,0,0,0,372.1
"BARUKČIĆ AUTOMOBILI, vl. Slaven Barukčić",1,5,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,614.0
CS AUTORIPARAZIONI MULTIMARCHE DI SEMBINELLI CLAUDIO,3,7,8,3,3,0,0,2,0,3,3,1,4,1,0,1,1,0,1,3,1097.5
Mykola Nikolaienko,1,9,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,73.0
AUTO MITA R SH.P.K.,1,3,6,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,731.0
Fischer & Böhm GmbH & Co KG,1,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1107.0
A IDRISSA IBOUNE,1,6,2,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,426.0
J.A.P. BENSCHOP LOPIK B.V.,1,6,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1513.0
EURL GARAGE ALMERAS,1,9,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-464.0
EBVBA DIERCKX PATRICK,1,6,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2492.0
PAWEŁ ŚLIWIŃSKI,1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,761.0
Autohaus Nies GmbH & Co. KG,1,9,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-959.0
"VIP CARS, Inh. Viktor Gricina",4,5,5,7,3,1,0,6,4,1,0,2,4,3,2,6,5,0,0,0,325.72727272727275
YELLAUTO,1,6,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1785.0
Cartronic Rafał Puchała,2,8,4,0,3,0,0,1,1,1,1,0,0,2,1,2,0,1,0,0,572.0
Kozics Szabolcs E.V.,2,7,4,0,3,1,0,2,2,0,0,1,2,1,0,2,1,1,0,0,592.0
AUTO SPINEA S.P.A.,6,1,10,7,13,0,0,0,0,1,19,20,0,0,0,0,0,2,4,14,1006.2
BVBA DE SMET MOTORS,1,10,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0
"Automobile Spilles, Inh. Marco Spilles",3,4,9,2,6,1,0,0,1,3,7,8,1,0,0,0,0,0,6,3,755.7777777777778
"K&M KFZ Meisterbetrieb, Inh. Karim Nassereddine",3,5,5,3,3,0,0,1,5,0,0,2,4,0,0,1,5,0,0,0,206.0
Ati Best Car Korlátolt Felelősségű Társaság,2,2,3,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,346.0
"LT Autoservice GmbH, Inh. Swen Ronellenfitsch",3,9,6,0,5,0,0,0,0,4,3,0,0,4,1,0,0,4,1,0,752.2
JUPITERAUDAZ LDA,2,7,4,3,0,0,0,0,0,3,0,1,2,0,0,0,1,2,0,0,696.0
MAROZ,2,10,8,0,2,0,2,0,0,3,2,3,1,0,0,0,0,0,0,4,1341.25
MEDYZON s.r.o.,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,590.0
GARAGE DELPIQUE,3,4,6,3,2,0,0,0,1,2,2,5,0,0,0,0,1,2,2,0,658.2
"BOR Automobile, Inh. Borik Mahmudyan",5,4,10,0,13,4,2,0,5,14,2,2,13,4,0,0,1,2,12,4,506.10526315789474
Fahrzeughaus Hattenburg GmbH,1,7,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,313.0
"Auto-Nom. We find your car, Inh. Markus Michalek",1,8,7,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1947.5
ZAPA COMÉRCIO DE AUTOMÓVEIS UNIPESSOAL LDA,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
AUTO Mamut s.r.o.,3,10,4,6,3,0,0,4,5,0,0,0,4,5,0,8,1,0,0,0,191.22222222222223
AXF AUTOHOUSE S.R.L.,2,7,5,0,3,0,0,0,1,1,1,0,0,3,0,0,1,1,1,0,569.6666666666666
IZ AUTO,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,989.0
Halit Kablan,1,7,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-3126.0
Auto Hofmann Walldorf GmbH,7,9,11,3,18,3,7,0,1,14,26,20,11,0,0,0,0,3,1,27,919.1935483870968
HM Mobility,1,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1221.0
"Motor - Car Michalovce, s.r.o.",3,7,10,0,5,0,2,0,0,1,7,5,2,0,0,0,0,0,0,7,1178.0
"N.H.SH. "" MONDIAL """,1,9,4,1,1,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,823.5
ACTIV'AUTO,2,9,3,2,1,0,0,2,1,0,0,0,1,2,0,1,2,0,0,0,403.6666666666667
VALYSSEILER AUTO SRL,1,10,4,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,577.0
Alpha E-Cars Kft.,1,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1944.0
IK AUTO 22 OOD,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,453.0
MANUEL CARRASCO RODRIGUEZ,1,10,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,508.0
VERMEER AUTOMOTIVE,1,5,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2946.0
Wilhelm Hammer,3,9,7,0,5,0,0,1,0,4,1,1,4,0,0,0,1,1,1,2,847.0
FULL AUTO PROFESIONAL S.R.L.,1,10,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-856.0
DESTEMIDO PROGRESSO UNIPESSOAL LDA,1,10,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,312.0
GERMAN CARS S.R.L.,1,7,4,0,2,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,827.0
"AUTOWERKBIELEFELD, Inh. Antonios Damigos",5,7,9,6,11,0,0,0,0,2,16,16,0,1,0,0,0,3,10,4,803.1764705882352
Knook Select,4,9,10,0,3,4,4,0,0,1,10,9,1,0,0,0,0,0,0,10,1077.3
"V.H Automobile, Inh. Visar Etemi",1,7,2,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,281.0
