company,frequency,recency,monetary,low_hp,medium_hp,high_hp,old_,recent_,low_mileage,medium_mileage,high_mileage,less_5k,_5k_10k_,_10k_,profit_per_car
DINI MOTORS S.R.L.,3,1,9,4,2,2,3,5,7,1,0,0,1,7,999.5
"MEG AUTO, ‪Ehab Rihawi",1,6,4,1,1,0,1,1,0,2,0,1,0,1,345.5
KOLOKYTHAS BASILEIOS GEORGIOS || OCCULT,1,10,4,1,0,0,0,1,1,0,0,0,0,1,746
LUCALI CAR MANAGEMENT S.R.L.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,-1633
RSK AUTOMOBILE,1,10,3,2,0,0,2,0,2,0,0,2,0,0,520.5
RESMAS DE SUCESSO - UNIPESSOAL LDA,1,10,2,1,0,0,1,0,0,1,0,1,0,0,667
Autohaus Bernhard Schlattmann GmbH,3,3,9,9,0,0,0,9,9,0,0,0,4,5,1068.555556
Autobedrijf Westerman,1,8,4,1,0,0,0,1,1,0,0,0,0,1,1029
Korekt Auto s.r.o.,8,7,10,53,0,0,44,9,11,42,0,16,34,3,682.0754717
ABDELGHANI GHOUFAIRI,2,8,7,1,1,2,3,1,0,0,4,1,1,2,115.25
BEST AUTOMOBILE L.L.C.,3,7,9,0,3,5,3,5,0,4,4,0,0,8,1533.875
Automobili,1,10,3,0,0,1,1,0,0,1,0,0,1,0,397
"Przedsiębiortwo Eksportowo-Importowe, Andrzej Malinowski",5,3,9,18,0,0,14,4,5,13,0,9,7,2,579.1111111
"Autoservice Solmaz, Inh. Hasan Solmaz",1,6,3,1,1,0,2,0,0,1,1,1,1,0,-318.5
Auto Remetinec d.o.o,1,9,3,1,1,0,2,0,0,1,1,1,1,0,414.5
TIMEUS d.o.o.,4,3,6,11,0,0,11,0,0,2,9,11,0,0,558.4545455
BBB trade s.r.o.,1,10,3,2,0,0,2,0,0,1,1,1,1,0,547.5
RNB AUTO OÜ,1,7,4,0,1,0,0,1,0,1,0,0,0,1,-829
Van de Velde Auto's BV,9,1,12,70,0,2,0,72,72,0,0,0,1,71,1029.263889
STANEV AVTOMOBILI EOOD,1,4,2,1,0,0,1,0,0,0,1,1,0,0,886
Autohaus Gebrüder Bormann GmbH,1,8,7,1,1,0,0,2,1,1,0,0,0,2,1256.5
"Auto Max Nord, Inh. Mehran Ehtesabi",2,10,3,3,0,0,3,0,0,3,0,3,0,0,502
BVBA GARAGE THOMAS,1,10,6,0,1,0,0,1,1,0,0,0,0,1,1835
"Automobile AM, Inh. Alexander Mejder",3,7,4,5,0,0,5,0,4,1,0,5,0,0,635
"Autohaus am Ostring, Inh. Adem Dogan",2,7,4,2,1,0,3,0,0,3,0,3,0,0,463
"SUFT Automobile, Inh. Bernd Suft",1,10,2,0,1,0,1,0,1,0,0,1,0,0,-1315
H/O CABRIOCAR,1,8,4,0,1,0,0,1,1,0,0,0,0,1,-2047
Mustafa Narin,6,6,9,2,18,3,23,0,0,8,15,15,6,2,456.2173913
"Car World GM, Inh. Gökhan Mengütas",1,10,2,1,0,0,1,0,0,1,0,1,0,0,333
LEGATE TRANS D.O.O.,1,7,5,1,1,0,1,1,0,2,0,0,0,2,602
FIRSTCAR,9,1,9,76,0,0,75,1,34,42,0,75,0,1,575.7894737
DOTT. MANLIO PALMUCCI - S.P.A.,1,9,4,2,0,0,1,1,1,1,0,1,1,0,695
"Autobazar Fojtík, Dan Fojtík",1,9,3,1,0,0,1,0,0,1,0,0,1,0,1241
NTCQ - MOTORCYCLES SOLUTIONS LDA,1,10,4,2,0,0,0,2,2,0,0,0,1,1,580.5
MT AUTOS s.r.o.,7,6,9,28,9,0,36,1,4,31,2,17,13,7,663.027027
CONIC AUTO HOUSE S.R.L.,1,9,2,1,0,0,1,0,0,1,0,1,0,0,1144
Mengelers Toyota Venlo B.V.,2,10,7,4,0,0,0,4,4,0,0,0,0,4,1220.75
LOVASSO CLASSICS SL,1,8,3,1,1,0,2,0,0,2,0,2,0,0,440
KAMARG GRZEGORZ SZUBA,4,8,6,8,2,0,10,0,0,7,3,7,3,0,605.2
A&L GRUPA SIA,2,9,5,0,3,0,3,0,0,0,3,0,1,2,704.3333333
SUNDGOVIA AUTOMOBILES,1,8,2,0,1,0,1,0,1,0,0,1,0,0,614
Kenderesi és Társai Kft.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,296
"Elayla Motors, Inh. Adem Inanc",4,8,4,11,0,0,11,0,0,11,0,11,0,0,421.0909091
Vido - Nocsi Kft.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,261
AUTOHAUS GLINICKE GMBH,4,7,10,6,5,3,0,14,14,0,0,0,0,14,1203.714286
DIDUKH MYKOLA,1,7,2,2,0,0,2,0,0,2,0,2,0,0,140.5
Vaihtokaara Oy,3,10,9,3,0,3,0,6,6,0,0,0,0,6,1855
Horváth Autó Kft.,1,8,2,1,0,0,1,0,0,1,0,1,0,0,521
"Fahrzeugtechnik Ersen, Inh. Bünyamin Ersen",3,2,7,5,1,1,3,4,2,5,0,1,5,1,317.7142857
"""Marcel"" Marcin Zaraś",1,8,2,1,0,0,1,0,0,0,1,1,0,0,361
CHATZIGOULAS AE,3,6,6,8,0,0,2,6,7,1,0,2,6,0,607.75
Gm Cars,1,8,6,0,1,0,0,1,1,0,0,0,0,1,-2181
Zanyi és Társa Kft.,1,8,5,0,0,2,2,0,0,1,1,0,1,1,-784.5
ALEKS GARAGE,1,8,4,2,0,0,2,0,1,1,0,0,2,0,567.5
MODERNA CARS,2,5,5,1,2,0,3,0,0,3,0,1,0,2,-107
Sergej Teske,3,3,5,2,3,0,5,0,0,5,0,3,0,2,665
"Möller Automobile, Inh. Martinus Möller",7,6,6,33,1,0,34,0,21,11,2,34,0,0,264.0294118
TOORAK TRADE KFT.,1,10,4,1,0,1,2,0,0,2,0,1,0,1,766.5
N-CAR ALEKSANDER NIETRZPIEL,2,10,4,1,2,0,2,1,0,3,0,1,2,0,595
Roza-splavenec spol s.r.o.,1,10,4,0,1,0,1,0,0,0,1,0,0,1,1034
Christian Rizk,1,10,3,1,0,0,1,0,0,1,0,0,1,0,808
CERTEZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,3,1,4,6,2,0,8,0,0,5,3,8,0,0,309
Easycars e.U.,1,10,5,0,1,0,0,1,0,1,0,0,0,1,792
Lőre & Lőre Autófényező Betéti Társaság,3,7,6,4,3,0,6,1,1,2,4,2,5,0,393.4285714
"DE-CAR, prodaja vozil,Dejan Leban s.p.",1,1,3,1,0,0,1,0,0,0,1,0,1,0,779
DAVOPLUS s.r.o.,3,9,5,5,0,0,5,0,1,3,1,4,1,0,638.4
E-Motive,1,10,3,2,0,0,2,0,0,2,0,2,0,0,362
M.M.S. Di Mammola Francesco,1,8,3,1,0,0,1,0,0,0,1,0,1,0,1848
KFZ-Kathmann-GmbH,4,7,10,2,1,10,3,10,6,7,0,1,1,11,-673.4615385
GROUPE KROELY - CAR VAN CENTER - COLMAR - MERCEDES,1,9,5,0,1,0,0,1,1,0,0,0,0,1,906
DIM ALIBIZATOS KAI YIOI OE  AUTO ALIVIZATOS,4,7,7,11,0,0,1,10,3,8,0,6,4,1,822.7272727
Autohaus Franz Peuker GmbH,2,7,5,3,0,0,0,3,3,0,0,0,1,2,1015
GREEN CARS DI STEFANO GALLINARO,1,8,4,1,0,0,0,1,1,0,0,0,0,1,-2325
Time Cars,5,1,8,19,0,0,19,0,1,18,0,15,4,0,616.5789474
Garage Godineau,1,8,2,1,0,0,1,0,0,1,0,1,0,0,203
JOSE GOMES ARAUJO UNIPESSOAL LDA,1,10,4,0,1,0,0,1,0,1,0,0,0,1,1776
Unituras UAB,4,9,9,7,2,1,0,10,9,1,0,0,0,10,1528.3
"Adnan Farhat Autohandel, Inh. Adnan Farhat",4,6,9,4,5,1,5,5,1,9,0,0,2,8,1525.3
Auto Aka UG,3,1,2,5,0,0,5,0,0,3,2,5,0,0,111.6
FRANCK BONNEFIS AUTO,7,1,12,1,7,30,20,18,24,14,0,1,2,35,1678.842105
AGNIESZKA AMBROZIK SKLEP SPOŻYWCZO-PRZEMYSŁOWY,2,9,2,3,0,0,3,0,0,2,1,3,0,0,273.3333333
SVINARCHUK VIKTOR,1,1,3,2,0,0,2,0,0,0,2,2,0,0,533
MAKHOVSKYI VLADYSLAV,1,8,2,2,0,0,2,0,1,1,0,2,0,0,67.5
"Autohaus Meister Ehrich, Inh. Kai Ehrich",2,10,5,3,0,0,2,1,2,1,0,1,1,1,408
"AL-SA, Inh. Alex Safronow",6,5,6,11,8,3,22,0,3,10,9,20,2,0,43.27272727
Frank Pagalies GmbH,2,8,5,2,1,0,2,1,3,0,0,1,0,2,803
"Breisgau-Auto, Inh. Stefan Hüglin",2,6,3,2,1,0,3,0,0,2,1,3,0,0,363
"A.K. Cars, Inh. Ali Kerey",9,2,11,55,23,2,64,16,36,42,2,24,37,19,271.325
Autobedrijf de Jager,3,7,6,2,6,0,8,0,1,6,1,5,3,0,797.5
Rostislav Mikoška,5,1,8,15,1,0,16,0,0,14,2,11,4,1,579.125
MP TRADE Piotr Wójcik,3,8,3,8,0,0,8,0,1,5,2,8,0,0,20.625
FOTOCARS CANNES,6,3,10,7,11,10,26,2,28,0,0,0,5,23,1118.25
"""HonestCars"" Kamil Gajda",3,1,6,2,6,0,7,1,0,8,0,2,6,0,53.375
Fair KFT,1,10,5,1,1,0,1,1,1,1,0,0,0,2,1532
ILIOPOULOS ANTONIOS GEORGIOS,3,3,6,6,0,0,0,6,3,2,1,1,4,1,923.8333333
AHG GmbH,1,10,5,1,0,0,0,1,1,0,0,0,0,1,2095
"KFZ-Handel Eremin, Inh. Vitali Eremin",2,6,3,2,1,0,3,0,0,3,0,3,0,0,129.3333333
Autohaus LUEG GmbH,1,7,7,1,1,0,0,2,2,0,0,0,0,2,820.5
KŐRÖS-MOBIL KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,3,7,4,9,0,0,9,0,0,6,3,9,0,0,236.8888889
"TK Kfz-Aufbereitung Service, Inh. Thomas Köhn",1,9,3,2,0,0,2,0,0,2,0,2,0,0,415.5
Martin Michna,1,10,2,0,1,0,1,0,0,0,1,1,0,0,989
NYÍRIMPEX 2002 GÉPJÁRMŰ-KERESKEDELMI BETÉTI TÁRSASÁG,4,2,6,13,1,0,14,0,0,10,4,14,0,0,461.4285714
AD Autoservice,2,8,4,3,0,0,3,0,0,3,0,1,2,0,443
KATIA MARTIN ALONSO,1,5,2,2,0,0,2,0,0,0,2,2,0,0,174.5
RD AUTO'S,3,6,9,1,3,2,1,5,5,1,0,0,0,6,1514.333333
PASSZ MOBIL Gépjármű-kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,10,2,1,0,0,1,0,0,1,0,1,0,0,261
YOUNGTIMER CARS SRL,1,8,7,0,1,1,2,0,1,1,0,0,0,2,1439.5
"A B Automobile, Inh. Ahmet Birgin",1,7,2,2,0,0,2,0,0,2,0,2,0,0,291.5
GLOBEX ZAFER AUTO SRL,3,6,5,6,0,0,6,0,0,2,4,4,2,0,645.6666667
NOGUEIRA AUTOS,1,6,5,0,0,1,0,1,1,0,0,0,0,1,2133
WERKPLAATSWINKEL.NL,2,3,5,3,0,0,2,1,3,0,0,1,1,1,671.3333333
"Auto Sauerland, Inh. Murat Balaban",1,8,2,1,0,0,1,0,0,1,0,1,0,0,254
ANIDI COMTAL S.R.L.,3,8,7,8,1,0,6,3,0,5,4,2,5,2,755
GERAARD MOTOR,2,8,5,3,0,0,0,3,3,0,0,0,2,1,715.3333333
RS AUTOMOCION 25 SL,1,9,5,1,0,0,0,1,1,0,0,0,0,1,1317
Miloš Machala M&M,4,1,8,9,2,0,8,3,0,10,1,2,5,4,882.1818182
SUPERIOR AUTO UNIPESSOAL LDA,2,8,8,0,3,0,0,3,2,1,0,0,0,3,852.6666667
Gps Európa Kft,1,9,3,1,0,0,0,1,0,0,1,0,1,0,314
ASTRES S.R.L.S.,1,10,5,2,0,0,1,1,1,0,1,0,1,1,-768.5
ECAR SHOP S.R.L.,1,3,5,1,0,1,1,1,0,2,0,0,1,1,923
EURO-SPEKTAR-ISLAM LLCSP Skopje,3,2,6,6,1,0,7,0,0,2,5,2,5,0,516
MALVEICAR COMERCIO DE AUTOMOVEIS LDA,2,10,5,1,2,0,2,1,0,2,1,0,1,2,881.6666667
Reifen Gerlach GmbH,1,10,2,1,0,0,1,0,1,0,0,1,0,0,656
BHS AUTO,3,3,4,6,2,0,8,0,0,4,4,7,1,0,429.5
Mueller-Dynamic GmbH Lebach,1,10,5,1,0,0,0,1,1,0,0,0,0,1,429
TITANIC GRUP LOGISTIC TGL SRL,2,6,8,3,0,1,0,4,0,4,0,0,1,3,811.75
STAVANJA D.O.O.,3,10,8,3,2,0,0,5,1,4,0,0,0,5,483.8
"NV GARAGE LAMBRECHT, Dominique Lambrecht",4,5,10,2,8,3,0,13,13,0,0,0,0,13,1632.692308
AM zone s.r.o,2,7,4,3,0,0,3,0,1,2,0,0,3,0,533
"DS Auto, Inh. Sefer Dursunbek",1,9,1,1,0,0,1,0,0,1,0,1,0,0,255
auto ville,1,8,2,1,0,0,1,0,0,1,0,1,0,0,-814
"Automobile Harkous, Inh. Faddel Harkous",2,9,3,3,0,0,3,0,0,2,1,3,0,0,246
AUTO VAS SIRBU SRL,1,10,2,1,0,0,1,0,0,1,0,1,0,0,432
VELOCIDADE CRESCENTE LDA,3,7,9,7,1,0,0,8,8,0,0,0,4,4,1192.375
Vértes-Gerecse Szerviz Kft.,1,7,1,1,0,0,1,0,0,1,0,1,0,0,0
"Autohandel Beni, Inh. Beniamin Tatar",1,10,3,1,0,0,1,0,0,1,0,0,1,0,752
"Aryobi Automobile, Inh. Khoshal Aryobi",3,9,4,7,0,0,7,0,4,3,0,7,0,0,276.2857143
"Autozentrum Schönbuch, Inh. Fatih Balci",1,10,6,0,0,1,0,1,1,0,0,0,0,1,-3469
Bogdan Cardos e.U.,1,8,2,0,1,0,1,0,0,1,0,1,0,0,191
SARL ASA FRANCE DISTRIBUTION,1,10,4,1,0,0,0,1,0,1,0,0,0,1,1637
"Das Bärle Kfz, Inh. Elke Weirauch-Glauben",1,10,2,1,0,0,1,0,1,0,0,1,0,0,547
Rešer d.o.o.,1,6,4,1,1,0,2,0,0,2,0,0,1,1,513.5
"Mahdi Autohandel, Inh. Khalil Mahdi",1,10,2,2,0,0,2,0,0,1,1,2,0,0,924.5
ALKUSHEV KOMERS Ltd,5,6,7,10,3,2,14,1,0,9,6,11,4,0,478.6
"AndroCars Auto An-und Verkauf, Inh.  Alexandru Andronoiu",7,1,10,13,18,5,23,13,6,21,9,2,11,23,902.4166667
Autohaus Böttche GmbH,3,9,7,5,0,0,0,5,5,0,0,0,2,3,1378.4
Autohaus Rabus e. K.,1,10,5,1,1,0,0,2,2,0,0,0,0,2,1597.5
Takács Attila E.V.,1,7,2,0,1,0,1,0,0,0,1,1,0,0,-381
ALEX NET GROUP LTD,6,1,6,19,3,1,23,0,0,7,16,23,0,0,215.2173913
Automobile Wolfgang Goergen GmbH,1,10,3,1,0,0,0,1,1,0,0,0,1,0,451
A.R.T. AUTOMOBILES,1,10,5,0,1,0,0,1,1,0,0,0,0,1,978
Silesia Trucks Krystian Wrzesień,2,5,3,4,0,0,3,1,0,1,3,4,0,0,253.5
jv cars company,1,8,2,0,1,0,1,0,0,1,0,1,0,0,364
Schramadi e.K.,1,10,1,1,0,0,1,0,0,0,1,1,0,0,154
Okkerman Auto's,2,8,4,3,0,0,3,0,0,2,1,3,0,0,681.3333333
Autohaus MAX Mannheim GmbH,1,3,4,1,0,0,0,1,1,0,0,0,0,1,1039
PAPARDO AUTOMOBILI S.R.L.,1,9,5,1,0,0,0,1,1,0,0,0,0,1,1344
"SXMotoring, Inh. Nico Seestädt",2,3,2,4,0,0,4,0,0,3,1,4,0,0,325.5
MB Exclusive Cars,1,9,7,1,0,1,0,2,2,0,0,0,0,2,2365
KOLTZIS VASILIOS NIKOLAOS,2,7,4,3,0,0,2,1,1,2,0,2,1,0,749.6666667
PLUS VITA AVTO DOO,3,7,9,3,4,0,1,6,3,4,0,0,1,6,1134.571429
"ALEXANDER AUTOMOBIL, Inh. Masoud Yeussufzay",3,3,7,8,0,0,4,4,0,7,1,2,4,2,438.375
SANTIAGO CARVALHO LDA,2,9,5,1,2,0,2,1,0,1,2,2,0,1,-71.33333333
MOTORPAL AUTOMOCION SLU,2,7,7,0,4,0,4,0,0,2,2,0,0,4,700.25
AUTOLAND SRL,1,9,4,0,1,0,0,1,0,1,0,0,0,1,521
Chateau-Mobile Gesellschaft für Transportlösungen mbH,1,10,2,0,1,0,1,0,0,0,1,1,0,0,262
ARDELEAN CARS Korlátolt Felelősségű Társaság,1,10,4,0,1,0,0,1,0,1,0,0,0,1,1618
"Happy invest, s.r.o.",1,9,5,2,0,0,0,2,0,2,0,0,0,2,406
"KFZ Handel & Service, Inh. Philipp Bühler",3,9,8,2,2,2,6,0,2,3,1,0,1,5,935.1666667
BUSINESS INVESTMENTS J&V BARCELONA SL,1,4,2,1,0,0,1,0,0,0,1,1,0,0,297
"Ada Automobile Althengstett, Inh. Fatma Ada",2,5,2,1,2,0,3,0,0,1,2,3,0,0,94.66666667
"DC Automobile, Inh. Daniel Corazza",2,6,3,3,0,0,3,0,1,2,0,3,0,0,509.3333333
CARGO TRANS ALEKSANDRA KUPIS,2,7,4,0,3,0,3,0,0,0,3,2,1,0,96.33333333
S5 j.d.o.o.,1,3,4,1,0,0,0,1,1,0,0,0,0,1,586
Auto ujlak kft,4,3,6,9,1,0,10,0,0,7,3,10,0,0,638.9
DelCars.pl Krzysztof Delekta,4,5,8,12,2,0,9,5,1,9,4,5,7,2,582.5
AUTO CLASSIC AVANTAJ SRL,3,6,5,7,0,0,7,0,0,6,1,5,2,0,679.7142857
JEAN-WILFRID MICHEL,1,7,3,1,0,0,1,0,0,0,1,0,1,0,930
"Kaisers Automobile, Inh. Taner Turgut",2,3,4,1,2,0,3,0,0,2,1,2,1,0,276.6666667
"Abschlepp Peter, Inh. Yüksel Demir",1,10,4,0,0,1,1,0,1,0,0,0,0,1,-597
AMAZING TRUST UNIPESSOAL LDA,1,7,3,0,1,0,1,0,0,1,0,0,1,0,578
"Automobile Nord, Inh. Klaus Freundorfer",9,1,12,221,0,0,132,89,221,0,0,98,84,39,801.841629
G XRYSOS R KAYMAKANOVA PANAGIOTAKI O E||AUTO GROUP GEORGE,2,1,4,3,0,0,2,1,1,2,0,2,0,1,-256.3333333
MIA FRENCH KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,9,3,3,0,0,3,0,0,3,0,3,0,0,449
CRS AUTO'S,5,4,10,17,2,0,2,17,16,3,0,0,1,18,1080.157895
PRIJEVOZ TEODOSIĆ,3,7,5,8,0,0,8,0,0,1,7,7,1,0,501.25
"Automobile WILD, Inh. Ovid Wild",1,3,4,1,0,0,0,1,1,0,0,0,0,1,630
HUBRAUM KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,10,2,1,0,0,1,0,1,0,0,1,0,0,-1153
Hollandautók Kft,1,3,4,2,0,0,2,0,0,1,1,0,2,0,903
BMB 22,3,1,3,5,0,0,5,0,2,3,0,5,0,0,291
"AUTOVISION SÜD, Inh. Mehmet Kivrak",9,1,11,60,83,6,147,2,1,61,87,64,58,27,963.557047
AUTO BEERDA B.V.,1,7,6,2,0,0,0,2,2,0,0,0,0,2,1674.5
"Saxonia Automobile, Inh. Hartwig Köhler",1,7,2,1,0,0,1,0,1,0,0,1,0,0,286
ROOT AUTO TRADE S.R.L.,3,6,5,4,1,0,5,0,0,5,0,4,1,0,581.6
Certified Cars Tomasz Ziółkowski,1,5,3,2,0,0,2,0,0,2,0,1,1,0,537.5
MARTINEK RÓBERT E.V.,1,10,1,1,0,0,1,0,0,0,1,1,0,0,310
Autohaus Igel GmbH & Co. KG,2,10,6,3,0,0,0,3,3,0,0,0,0,3,217.3333333
AFOI DOYMANIDI O E||AFOI DOYMANIDI,1,10,3,1,0,0,0,1,1,0,0,0,1,0,632
REAL BENS AUTO S.R.L.,1,5,3,2,0,0,2,0,0,2,0,1,1,0,-319
Autohaus Mühlherr Gmbh,1,8,6,1,1,0,0,2,2,0,0,0,0,2,349
Auto Freilinger GmbH,3,8,9,1,6,0,3,4,4,3,0,0,0,7,827.7142857
Autoeck-Bünde e.K.,5,2,10,8,6,5,13,6,10,9,0,1,2,16,-178.7894737
JOSE RAMON BALBOA GONDAR,1,8,2,1,0,0,1,0,0,1,0,1,0,0,520
Szigetvári Autóház Kft.,2,10,5,1,3,0,4,0,1,3,0,2,2,0,-5.75
AUTOJET OOD,1,10,3,1,0,0,1,0,0,1,0,0,1,0,677
YK SAS,7,1,10,43,1,0,36,8,6,37,1,7,34,3,748.8863636
Firma Handlowo Usługowa Auto Handel Rafał Stajniak,4,7,5,10,0,0,10,0,0,9,1,10,0,0,518.9
"WeBo Mobil GbR, Inh. Stephan Bongartz",5,1,9,13,5,0,18,0,14,4,0,5,13,0,494.9444444
TOP TEAM CONSULTING S.R.L.,1,8,3,1,0,0,1,0,0,1,0,0,1,0,1106
Autohaus ES-CO Motors GmbH,1,10,5,0,0,1,0,1,0,0,1,0,0,1,2140
NATALIA SPORT CARS SL,1,9,4,0,1,0,1,0,0,0,1,0,0,1,763
"BasCar, Ihn.Mustafa Bas",2,7,5,0,2,2,4,0,0,3,1,1,3,0,-85.75
EVA FERER ALCARAZ,1,7,5,0,2,0,2,0,0,2,0,0,1,1,628.5
"Transport Międzynarodowy i Krajowy "" RAFKO"" Rafał Kotow",1,10,3,0,1,0,1,0,0,0,1,0,1,0,306
Samavat Daryoush,3,1,5,6,3,0,9,0,6,2,1,6,3,0,432.1111111
Autohaus Jentzsch GmbH,2,3,6,4,0,0,0,4,4,0,0,0,1,3,850
AUTO EXPORT 2012 SL,3,3,7,3,2,0,3,2,5,0,0,0,1,4,1179.4
INTER AUTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,7,1,9,34,1,0,26,9,6,29,0,13,22,0,587.9428571
RUTKOWSKI PRZEMYSŁAW,6,1,5,20,0,0,20,0,2,13,5,20,0,0,70.65
"TransferCars, Inh .Melanie Heinemann",1,7,1,2,0,0,2,0,0,0,2,2,0,0,140
Autohaus Grube GbR,1,10,4,2,0,0,1,1,1,1,0,1,0,1,992.5
VETERANIA s.r.o.,1,9,2,1,1,0,2,0,0,2,0,2,0,0,-133
Memtempo Kft.,1,8,6,2,0,0,0,2,2,0,0,0,0,2,534.5
MENTOR-CARS Jacek Śliwa,1,6,2,1,0,0,1,0,0,1,0,1,0,0,329
Car Motion Limburg BV,5,1,7,15,1,0,16,0,0,8,8,16,0,0,650.5
"Yaman Automobile, Ihn.Serkan Yaman",3,7,10,0,1,5,0,6,6,0,0,0,0,6,1869.833333
Premium cars,8,1,9,39,5,2,45,1,10,36,0,28,12,6,669.7173913
KOVY-SK s.r.o.,4,1,9,6,5,2,9,4,0,11,2,0,4,9,571.3076923
ALMEIDA & GAMEIRO LDA,1,8,3,1,0,0,0,1,0,0,1,0,1,0,168
HALYSHYN BOHDAN,3,3,3,6,0,0,6,0,0,3,3,6,0,0,347.6666667
D&D COMPANY SH.P.K.,1,10,4,2,0,0,2,0,0,1,1,0,2,0,1234.5
Auto Center Northeim,1,9,3,0,1,0,1,0,0,1,0,0,1,0,595
AUTOBEDRIJF DE WILDT V.O.F.,3,8,9,6,2,0,6,2,6,2,0,1,2,5,760.5
Safeway Lease GmbH,6,3,11,4,12,6,0,22,14,8,0,0,0,22,1114.045455
"Kadir Eryiyit Kfz Handel ""Pfälzer Autohof""",3,5,5,8,0,0,8,0,3,5,0,7,1,0,613.25
Radosław Wrzeszcz Auto-Handel,3,2,3,5,0,0,5,0,0,1,4,5,0,0,299
JAN LOS AUTO'S,1,10,1,1,0,0,1,0,0,1,0,1,0,0,180
Jaroslava Zelená,1,9,2,0,0,1,1,0,0,0,1,1,0,0,379
ELITE CARS FINANCE S.R.L.,2,9,8,1,2,0,0,3,3,0,0,0,0,3,1133.333333
AUTO VALUE IDIOTIKI KEFALAIOYXIKI ETAIREIA || AUTO VALUE,9,7,11,100,8,0,26,82,36,72,0,11,62,35,1049.305556
ALCRISTE AUTO INVEST S.R.L.,3,4,4,3,2,0,5,0,0,0,5,5,0,0,386
"Kuttler Autoteile, Inh. Ulrich Kuttler",1,9,2,1,0,0,1,0,0,1,0,1,0,0,263
"Bhatti Autos, Inh. Khursheed Bhatti",1,9,2,1,0,0,1,0,0,1,0,1,0,0,431
"ALEKSANDRIA S.C. HENRYK HADAM, DANIEL HADAM",1,7,4,0,0,1,0,1,0,1,0,0,0,1,566
"PHU ""PRYM"" ROBERT BIAŁKOWSKI",3,7,5,6,0,0,6,0,0,6,0,2,4,0,542
SPEKTRUM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,3,6,5,5,0,0,3,2,0,2,3,3,2,0,535.6
"M Carmotion Manuel Cicek, Inh. Manuel Cicek",4,7,7,9,1,0,8,2,4,6,0,3,6,1,42.6
FŰ-LI KERESKEDELMI ÉS SZOLGÁLTATO BT,5,5,7,17,0,0,15,2,3,14,0,13,4,0,577.7647059
MKR Capital SIA,3,5,7,2,5,2,8,1,0,1,8,3,3,3,709.1111111
"Ingo Belik Kfz-Handel, Inh. Ingo Belik",1,6,4,1,0,0,0,1,1,0,0,0,0,1,312
IĮ WMA Corp,1,4,4,0,1,0,0,1,0,1,0,0,0,1,1115
Classic Car Auctions,1,7,3,0,1,0,1,0,0,1,0,0,1,0,-759
K KABBALOS KAI SIA E E||AUTO KAVVALOS,3,1,6,8,0,0,4,4,2,5,1,4,4,0,539.5
CEBE AUTO CERIANI E BERNACCHI - S.N.C. DI CERIANI FABIO E BERNACCHI GERMANO,1,8,3,1,0,0,0,1,1,0,0,0,1,0,871
PAPASPYROPOULOS PANAGIOTHS KAI SIA EE || CAR DEAL,1,8,3,2,0,0,0,2,1,1,0,1,1,0,701
BOYLGAROGLOY PAYLOS APOSTOLOS,1,4,5,2,0,0,0,2,1,1,0,0,0,2,705.5
Soydas und Ordu GbR,1,10,2,1,0,0,1,0,0,1,0,1,0,0,592
KATIS STAYR NIKOLAOS,1,5,5,2,0,0,0,2,1,1,0,0,1,1,1177
Autohaus Herten GmbH,3,6,9,0,5,0,1,4,4,0,1,1,0,4,1436.6
PROCAR AUTO,2,8,7,2,1,1,2,2,1,3,0,0,1,3,1610.25
S CUSTOMS ŁUKASZ SADOWSKI,1,9,2,1,0,0,1,0,0,1,0,1,0,0,497
"""Auto Salloni AG - MERCEDES"" SH.P.K.",2,9,4,4,0,0,3,1,0,2,2,2,2,0,685.5
"A&A Automobile, Inh. Atilla Ates",1,9,3,1,0,0,1,0,0,1,0,0,1,0,1076
AUTO VEM J.D.O.O.,1,5,2,2,0,0,2,0,0,0,2,2,0,0,724.5
"Muammer Akkas, Ahmet Dogan GbR",3,9,5,3,2,0,5,0,1,4,0,3,2,0,767.2
PROPOSTA CONTAGIANTE LDA,4,2,4,13,0,0,13,0,0,13,0,13,0,0,309.5384615
"MW AUTOMOBILE, Inh. Michael Wirtz",1,8,2,0,1,0,1,0,0,1,0,1,0,0,534
F. Kremnitzer Ges.m.b.H. & Co. KG,4,3,9,8,4,0,0,12,7,5,0,0,0,12,855.8333333
Wensink Automotive B.V. (BEDRIJFSWAGENS),3,9,9,5,2,0,0,7,4,3,0,0,0,7,1651.142857
LEASECAR CZECH s.r.o.,1,10,4,1,0,0,1,0,0,1,0,0,0,1,2093
LODOU AUTO,1,10,2,1,0,0,1,0,0,0,1,1,0,0,377
